Rank,University,Town,additional_info,overview,university_identity,university_location
133,Dr. D.Y. Patil Vidyapeeth,Pune,"{'name': 'Dr. D.Y. Patil Vidyapeeth', 'logo': 'https://www.4icu.org/i/logos-seals/15680.png', 'country_rank': '133', 'world_rank': '5300', 'details_link': 'https://dpu.edu.in'}","Established in 2003,  the Dr. D.Y. Patil Vidyapeeth (Dr. D.Y. Patil University) is a  private higher education institution located in the urban setting of the metropolis of Pune (population range of 1,000,000-5,000,000 inhabitants), Maharashtra.   Officially recognized by the University Grants Commission of India, Dr. D.Y. Patil Vidyapeeth (DYPDCH) is a coeducational Indian higher education institution. Dr. D.Y. Patil Vidyapeeth (DYPDCH) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 21-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  DYPDCH also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Dr. D.Y. Patil Vidyapeeth', 'non_latin_name': 'डॉ. डी.वाय. पाटील विद्यापीठ', 'acronym': 'DYPDCH', 'founded': '2003', 'website': 'https://dpu.edu.in', 'screenshot': '/i/screenshots/15680.jpg'}","{'street_address': 'Sant Tukaram Nagar, Pimpri', 'locality': 'Pune ', 'postal_code': '411 018', 'region': 'Maharashtra', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/15680-dr-dy-patil-vidyapeeth/'}"
231,Dr. Bhimrao Ambedkar University,Agra,"{'name': 'Dr. Bhimrao Ambedkar University', 'logo': 'https://www.4icu.org/i/logos-seals/7311.png', 'country_rank': '231', 'world_rank': '6803', 'details_link': 'http://www.dbrau.org.in'}","Founded in 1927,  the Dr. Bhimrao Ambedkar University is a non-profit public higher education institution located in the urban setting of the metropolis of Agra (population range of 1,000,000-5,000,000 inhabitants), Uttar Pradesh.   Officially recognized by the University Grants Commission of India, Dr. Bhimrao Ambedkar University (DBRAU) is a coeducational Indian higher education institution. Dr. Bhimrao Ambedkar University (DBRAU) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 97-year-old Indian higher-education institution has a selective admission policy based on entrance examinations. International students are welcome to apply for enrollment.  DBRAU also provides several academic and non-academic facilities and services to students including a library,  online courses and distance learning opportunities,  as well as administrative services.","{'name': 'Dr. Bhimrao Ambedkar University', 'non_latin_name': 'डॉ. भीम राव अम्बेडकर विश्वविद्यालय', 'acronym': 'DBRAU', 'founded': '1927', 'website': 'http://www.dbrau.org.in', 'screenshot': '/i/screenshots/7311.jpg'}","{'street_address': 'Paliwal Park', 'locality': 'Agra ', 'postal_code': '282 004', 'region': 'Uttar Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/7311-dr-bhimrao-ambedkar-university/'}"
528,Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth,Dapoli,"{'name': 'Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth', 'logo': 'https://www.4icu.org/i/logos-seals/12132.png', 'country_rank': '528', 'world_rank': '9596', 'details_link': 'https://dbskkv.org'}","Established in 1972,  the Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth (Dr. Balasaheb Sawant Konkan Agricultural University) is a non-profit public higher education institution located in the rural setting of the large town of Dapoli (population range of 10,000-49,999 inhabitants), Maharashtra.   Officially recognized by the University Grants Commission of India, Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth (DBSKKV) is a coeducational Indian higher education institution. Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth (DBSKKV) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 52-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  DBSKKV also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth', 'non_latin_name': 'डॉ. बाळासाहेब सावंत कोकण कृषी विद्यापीठ', 'acronym': 'DBSKKV', 'founded': '1972', 'website': 'https://dbskkv.org', 'screenshot': '/i/screenshots/12132.jpg'}","{'street_address': None, 'locality': 'Dapoli ', 'postal_code': '415 712', 'region': 'Maharashtra', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/12132-dr-balasaheb-sawant-konkan-krishi-vidyapeeth/'}"
251,Dr. Babasaheb Ambedkar Technological University,Lonere,"{'name': 'Dr. Babasaheb Ambedkar Technological University', 'logo': 'https://www.4icu.org/i/logos-seals/12130.png', 'country_rank': '251', 'world_rank': '7044', 'details_link': 'https://dbatu.ac.in'}","Established in 1989,  the Dr. Babasaheb Ambedkar Technological University is a non-profit public higher education institution located in the rural setting of the medium town of Lonere (population range of 2,500-9,999 inhabitants), Maharashtra.   Officially recognized by the University Grants Commission of India, Dr. Babasaheb Ambedkar Technological University (DBATU) is a small-sized (uniRank enrollment range: 4,000-4,999 students) coeducational Indian higher education institution. Dr. Babasaheb Ambedkar Technological University (DBATU) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 35-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  DBATU also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Dr. Babasaheb Ambedkar Technological University', 'non_latin_name': 'डॉ. बाबासाहेब आंबेडकर तंत्रज्ञान विद्यापीठ', 'acronym': 'DBATU', 'founded': '1989', 'website': 'https://dbatu.ac.in', 'screenshot': '/i/screenshots/12130.jpg'}","{'street_address': 'Vidyavihar', 'locality': 'Lonere ', 'postal_code': '402 103', 'region': 'Maharashtra', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/12130-dr-babasaheb-ambedkar-technological-university/'}"
223,Dr. Babasaheb Ambedkar Marathwada University,Aurangabad,"{'name': 'Dr. Babasaheb Ambedkar Marathwada University', 'logo': 'https://www.4icu.org/i/logos-seals/7307.png', 'country_rank': '223', 'world_rank': '6681', 'details_link': 'http://www.bamu.ac.in'}","Founded in 1958,  the Dr. Babasaheb Ambedkar Marathwada University is a non-profit public higher education institution located in the urban setting of the metropolis of Aurangabad (population range of 1,000,000-5,000,000 inhabitants), Maharashtra.   Officially recognized by the University Grants Commission of India, Dr. Babasaheb Ambedkar Marathwada University (BAMU) is a very large-sized (uniRank enrollment range: over-50,000 students) coeducational Indian higher education institution. Dr. Babasaheb Ambedkar Marathwada University (BAMU) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 66-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  BAMU also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Dr. Babasaheb Ambedkar Marathwada University', 'non_latin_name': 'डॉ. बाबासाहेब आंबेडकर मराठवाडा विद्यापीठ', 'acronym': 'BAMU', 'founded': '1958', 'website': 'http://www.bamu.ac.in', 'screenshot': '/i/screenshots/7307.jpg'}","{'street_address': 'Samarth Nagar', 'locality': 'Aurangabad ', 'postal_code': '431 001', 'region': 'Maharashtra', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/7307-dr-babasaheb-ambedkar-marathwada-university/'}"
855,Dr. B.R. Ambedkar University of Social Sciences,Indore,"{'name': 'Dr. B.R. Ambedkar University of Social Sciences', 'logo': 'https://www.4icu.org/i/logos-seals/17774.png', 'country_rank': '855', 'world_rank': '12116', 'details_link': 'https://www.brauss.in'}","Established in 2016,  the Dr. B.R. Ambedkar University of Social Sciences is a non-profit public higher education institution located in the metropolis of Indore (population range of 1,000,000-5,000,000 inhabitants), Madhya Pradesh.   Officially recognized by the University Grants Commission of India, Dr. B.R. Ambedkar University of Social Sciences (BRAUSS) is a coeducational Indian higher education institution. Dr. B.R. Ambedkar University of Social Sciences (BRAUSS) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 8-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  BRAUSS also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Dr. B.R. Ambedkar University of Social Sciences', 'non_latin_name': 'डॉ। बी.आर. अम्बेडकर सामाजिक विज्ञान विश्वविद्यालय', 'acronym': 'BRAUSS', 'founded': '2016', 'website': 'https://www.brauss.in', 'screenshot': '/i/screenshots/17774.jpg'}","{'street_address': 'Old Agra-Mumbai Road', 'locality': 'Indore ', 'postal_code': '453 441', 'region': 'Madhya Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/17774-dr-br-ambedkar-university-of-social-sciences/'}"
740,Dr. B.R. Ambedkar University,Etcherla,"{'name': 'Dr. B.R. Ambedkar University', 'logo': 'https://www.4icu.org/i/logos-seals/14400.png', 'country_rank': '740', 'world_rank': '11111', 'details_link': 'https://brau.edu.in'}","Established in 2008,  the Dr. B.R. Ambedkar University is a non-profit public higher education institution located in the rural setting of the small city of Etcherla (population range of 50,000-249,999 inhabitants), Andhra Pradesh.   Officially recognized by the University Grants Commission of India, Dr. B.R. Ambedkar University (BRAU) is a coeducational Indian higher education institution. Dr. B.R. Ambedkar University (BRAU) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 16-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  BRAU also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Dr. B.R. Ambedkar University', 'non_latin_name': 'డా.బి.ఆర్.అంబేద్కర్ విశ్వవిద్యాలయం', 'acronym': 'BRAU', 'founded': '2008', 'website': 'https://brau.edu.in', 'screenshot': '/i/screenshots/14400.jpg'}","{'street_address': 'National Highway 5', 'locality': 'Etcherla ', 'postal_code': '532 410', 'region': 'Andhra Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/14400-dr-br-ambedkar-university/'}"
357,Dr. B. R. Ambedkar University Delhi,New Delhi,"{'name': 'Dr. B. R. Ambedkar University Delhi', 'logo': 'https://www.4icu.org/i/logos-seals/13152.png', 'country_rank': '357', 'world_rank': '8128', 'details_link': 'https://aud.delhi.gov.in'}","Established in 2007,  the Dr. B. R. Ambedkar University Delhi is a non-profit public higher education institution located in the urban setting of the large metropolis of New Delhi (population range of over 5,000,000 inhabitants), NCT of Delhi.   Officially recognized by the University Grants Commission of India, Dr. B. R. Ambedkar University Delhi (AUD) is a very small-sized (uniRank enrollment range: 1,000-1,999 students) coeducational Indian higher education institution. Dr. B. R. Ambedkar University Delhi (AUD) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 17-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  AUD also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Dr. B. R. Ambedkar University Delhi', 'non_latin_name': 'भारत रत्न डॉक्टर बी. आर. अम्बेडकर विश्वविद्यालय', 'acronym': 'AUD', 'founded': '2007', 'website': 'https://aud.delhi.gov.in', 'screenshot': '/i/screenshots/13152.jpg'}","{'street_address': 'Lothian Road, Kashmere Gate', 'locality': 'New Delhi ', 'postal_code': '110 077', 'region': 'NCT of Delhi', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/13152-dr-b-r-ambedkar-university-delhi/'}"
670,GIET University,Gunupur,"{'name': 'GIET University', 'logo': 'https://www.4icu.org/i/logos-seals/18739.png', 'country_rank': '670', 'world_rank': '10529', 'details_link': 'https://www.giet.edu'}","Founded in 1997,  the GIET University is a non-profit private higher education institution located in the small city of Gunupur (population range of 50,000-249,999 inhabitants), Odisha.   Officially recognized by the University Grants Commission of India, GIET University (GIETU) is a coeducational Indian higher education institution. GIET University (GIETU) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees, master's degrees and doctorate degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 27-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  The acceptance rate range is 60-69% making this Indian higher education organization a moderately selective institution. International students are welcome to apply for enrollment.  GIETU also provides several academic and non-academic facilities and services to students including  sports facilities,  study abroad and exchange programs,  as well as administrative services.","{'name': 'GIET University', 'non_latin_name': 'ଗାନ୍ଧୀ ଯାନ୍ତ୍ରୀକ ଓ ପ୍ରୌଦ୍ୟୋଗିକ ମହାବିଦ୍ୟାଳୟ, ଗୁଣୁପୁର', 'acronym': 'GIETU', 'founded': '1997', 'website': 'https://www.giet.edu', 'screenshot': '/i/screenshots/18739.jpg'}","{'street_address': 'Gobriguda, Po- Kharling', 'locality': 'Gunupur ', 'postal_code': '765 022', 'region': 'Odisha', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/18739-giet-university/'}"
34,Dr. A.P.J. Abdul Kalam Technical University,Lucknow,"{'name': 'Dr. A.P.J. Abdul Kalam Technical University', 'logo': 'https://www.4icu.org/i/logos-seals/12161.png', 'country_rank': '34', 'world_rank': '2371', 'details_link': 'https://aktu.ac.in'}","Founded in 2000,  the Dr. A.P.J. Abdul Kalam Technical University is a non-profit public higher education institution located in the urban setting of the metropolis of Lucknow (population range of 1,000,000-5,000,000 inhabitants), Uttar Pradesh.   Officially recognized by the University Grants Commission of India, Dr. A.P.J. Abdul Kalam Technical University (AKTU) is a coeducational Indian higher education institution. Dr. A.P.J. Abdul Kalam Technical University (AKTU) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 24-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  AKTU also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Dr. A.P.J. Abdul Kalam Technical University', 'non_latin_name': 'डॉ ए॰ पी॰ जे॰ अब्दुल कलाम प्राविधिक विश्वविद्यालय', 'acronym': 'AKTU', 'founded': '2000', 'website': 'https://aktu.ac.in', 'screenshot': '/i/screenshots/12161.jpg'}","{'street_address': 'Sector 11, Jankipuram, Vistar Yojna', 'locality': 'Lucknow ', 'postal_code': '226 031', 'region': 'Uttar Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/12161-dr-apj-abdul-kalam-technical-university/'}"
111,Dr. B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,"{'name': 'Dr. B R Ambedkar National Institute of Technology Jalandhar', 'logo': 'https://www.4icu.org/i/logos-seals/12141.png', 'country_rank': '111', 'world_rank': '4758', 'details_link': 'https://www.nitj.ac.in'}","Founded in 1987,  the Dr. B R Ambedkar National Institute of Technology Jalandhar is a non-profit public higher education institution located in the urban setting of the large city of Jalandhar (population range of 500,000-1,000,000 inhabitants), Punjab.   Officially recognized by the Department of Higher Education of the Ministry of Human Resources Development of India, Dr. B R Ambedkar National Institute of Technology Jalandhar (NIT Jalandhar) is a small-sized (uniRank enrollment range: 3,000-3,999 students) coeducational Indian higher education institution. Dr. B R Ambedkar National Institute of Technology Jalandhar (NIT Jalandhar) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees, master's degrees and doctorate degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 37-year-old Indian higher-education institution has a selective admission policy based on entrance examinations. International students are welcome to apply for enrollment.  NIT Jalandhar also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  as well as administrative services.","{'name': 'Dr. B R Ambedkar National Institute of Technology Jalandhar', 'non_latin_name': 'ਡਾ. ਬੀ.ਆਰ. ਅੰਬੇਦਕਰ ਨੈਸ਼ਨਲ ਇੰਸਟੀਚਿਊਟ ਆਫ ਟੈਕਨਾਲੋਜੀ ਜਲੰਧਰ', 'acronym': 'NIT Jalandhar', 'founded': '1987', 'website': 'https://www.nitj.ac.in', 'screenshot': '/i/screenshots/12141.jpg'}","{'street_address': 'G T Road Bye-Pass', 'locality': 'Jalandhar ', 'postal_code': '144 011', 'region': 'Punjab', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/12141-dr-b-r-ambedkar-national-institute-of-technology-jalandhar/'}"
651,Dr. A.P.J Abdul Kalam University,Indore,"{'name': 'Dr. A.P.J Abdul Kalam University', 'logo': 'https://www.4icu.org/i/logos-seals/17835.png', 'country_rank': '651', 'world_rank': '10375', 'details_link': 'https://www.aku.ac.in'}","Founded in 2016,  the Dr. A.P.J Abdul Kalam University is a  private higher education institution located in the metropolis of Indore (population range of 1,000,000-5,000,000 inhabitants), Madhya Pradesh.   Officially recognized by the University Grants Commission of India, Dr. A.P.J Abdul Kalam University  is a coeducational Indian higher education institution. Dr. A.P.J Abdul Kalam University offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 8-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  Dr. A.P.J Abdul Kalam University also provides several academic and non-academic facilities and services to students including  as well as administrative services.","{'name': 'Dr. A.P.J Abdul Kalam University', 'non_latin_name': 'डॉ। ए.पी.जे अब्दुल कलाम विश्वविद्यालय', 'acronym': None, 'founded': '2016', 'website': 'https://www.aku.ac.in', 'screenshot': '/i/screenshots/17835.jpg'}","{'street_address': 'Indore- Dewas Bypass Road, Village- Arandia, P.O. Jhalaria', 'locality': 'Indore ', 'postal_code': '452 016', 'region': 'Madhya Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/17835-dr-apj-abdul-kalam-university/'}"
884,Dr YSR Architecture and Fine Arts University,Kadapa,"{'name': 'Dr YSR Architecture and Fine Arts University', 'logo': 'https://www.4icu.org/i/logos-seals/18891.png', 'country_rank': '884', 'world_rank': '12944', 'details_link': 'https://www.ysrafu.ac.in'}","Founded in 2020,  the Dr YSR Architecture and Fine Arts University is a  public higher education institution located in the medium city of Kadapa (population range of 250,000-499,999 inhabitants), Andhra Pradesh.   Officially recognized by the University Grants Commission of India, Dr YSR Architecture and Fine Arts University (Dr.YSRAFU) is a small-sized (uniRank enrollment range: 3,000-3,999 students) coeducational Indian higher education institution. Dr YSR Architecture and Fine Arts University (Dr.YSRAFU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor's degrees (i.e. certificates, diplomas, associate or foundation), bachelor's degrees, master's degrees and doctorate degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 4-year-old Indian higher-education institution has a selective admission policy based on entrance examinations and students' past academic records and grades. International students are welcome to apply for enrollment.  Dr.YSRAFU also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Dr YSR Architecture and Fine Arts University', 'non_latin_name': None, 'acronym': 'Dr.YSRAFU', 'founded': '2020', 'website': 'https://www.ysrafu.ac.in', 'screenshot': '/i/screenshots/18891.jpg'}","{'street_address': 'Satellite City, Chinnamachupalli, Chenur, Road to Global College, Rayalapanthulapalle', 'locality': 'Kadapa ', 'postal_code': '516162', 'region': 'Andhra Pradesh', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/18891-dr-ysr-architecture-and-fine-arts-university/'}"
676,Dr K.N. Modi University,Newai,"{'name': 'Dr K.N. Modi University', 'logo': 'https://www.4icu.org/i/logos-seals/14365.png', 'country_rank': '676', 'world_rank': '10560', 'details_link': 'https://dknmu.org'}","Founded in 2010,  the Dr K.N. Modi University is a  private higher education institution located in the rural setting of the large town of Newai (population range of 10,000-49,999 inhabitants), Rajasthan.   Officially recognized by the University Grants Commission of India, Dr K.N. Modi University (DKNMU) is a coeducational Indian higher education institution. Dr K.N. Modi University (DKNMU) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 14-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  DKNMU also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Dr K.N. Modi University', 'non_latin_name': 'डॉ। के.एन. मोदी यूनिवर्सिटी', 'acronym': 'DKNMU', 'founded': '2010', 'website': 'https://dknmu.org', 'screenshot': '/i/screenshots/14365.jpg'}","{'street_address': 'Plot No. INS-1, RIICO Industrial Area Ph-II', 'locality': 'Newai ', 'postal_code': '304 021', 'region': 'Rajasthan', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/14365-dr-kn-modi-university/'}"
286,Doon University,Dehradun,"{'name': 'Doon University', 'logo': 'https://www.4icu.org/i/logos-seals/14425.png', 'country_rank': '286', 'world_rank': '7466', 'details_link': 'https://www.doonuniversity.ac.in'}","Founded in 2005,  the Doon University is a non-profit public higher education institution located in the urban setting of the large city of Dehradun (population range of 500,000-1,000,000 inhabitants), Uttarakhand.   Officially recognized by the University Grants Commission of India, Doon University  is a coeducational Indian higher education institution. Doon University offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 19-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  Doon University also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Doon University', 'non_latin_name': 'दून विश्वविद्यालय', 'acronym': None, 'founded': '2005', 'website': 'https://www.doonuniversity.ac.in', 'screenshot': '/i/screenshots/14425.jpg'}","{'street_address': 'Mothrowala Road, Kedarpur, PO Ajabpur', 'locality': 'Dehradun ', 'postal_code': '248 001', 'region': 'Uttarakhand', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/14425-doon-university/'}"
275,DIT University,Dehradun,"{'name': 'DIT University', 'logo': 'https://www.4icu.org/i/logos-seals/15988.png', 'country_rank': '275', 'world_rank': '7335', 'details_link': 'https://www.dituniversity.edu.in'}","Established in 1998,  the DIT University is a  private higher education institution located in the rural setting of the large city of Dehradun (population range of 500,000-1,000,000 inhabitants), Uttarakhand.   Officially recognized by the University Grants Commission of India, DIT University (DITU) is a coeducational Indian higher education institution. DIT University (DITU) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 26-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  DITU also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'DIT University', 'non_latin_name': 'देहरादून प्रौद्योगिकी संस्थान', 'acronym': 'DITU', 'founded': '1998', 'website': 'https://www.dituniversity.edu.in', 'screenshot': '/i/screenshots/15988.jpg'}","{'street_address': 'Mussoorie Diversion Road, Makkawala PO Bhagwantpur', 'locality': 'Dehradun ', 'postal_code': '248 009', 'region': 'Uttarakhand', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/15988-dit-university/'}"
164,Dibrugarh University,Dibrugarh,"{'name': 'Dibrugarh University', 'logo': 'https://www.4icu.org/i/logos-seals/2008.png', 'country_rank': '164', 'world_rank': '5756', 'details_link': 'https://dibru.ac.in'}","Established in 1965,  the Dibrugarh University is a non-profit public higher education institution located in the urban setting of the small city of Dibrugarh (population range of 50,000-249,999 inhabitants), Assam.   Officially recognized by the University Grants Commission of India, Dibrugarh University (DU) is a very small-sized (uniRank enrollment range: 1,000-1,999 students) coeducational Indian higher education institution. Dibrugarh University (DU) offers courses and programs leading to officially recognized higher education degrees such as bachelor's degrees, master's degrees and doctorate degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 59-year-old Indian higher-education institution has a selective admission policy based on entrance examinations and students' past academic records and grades. International applicants are eligible to apply for enrollment.  DU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  online courses and distance learning opportunities,  as well as administrative services.","{'name': 'Dibrugarh University', 'non_latin_name': 'ডিব্ৰুগড় বিশ্ববিদ্যালয়', 'acronym': 'DU', 'founded': '1965', 'website': 'https://dibru.ac.in', 'screenshot': '/i/screenshots/2008.jpg'}","{'street_address': 'National Highway 37', 'locality': 'Dibrugarh ', 'postal_code': '786 004', 'region': 'Assam', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/2008-dibrugarh-university/'}"
779,Diamond Harbour Women's University,Sarisha,"{'name': ""Diamond Harbour Women's University"", 'logo': 'https://www.4icu.org/i/logos-seals/15987.png', 'country_rank': '779', 'world_rank': '11368', 'details_link': 'https://www.dhwu.ac.in'}","Founded in 2012,  the Diamond Harbour Women's University is a non-profit public higher education institution located in the urban setting of the medium town of Sarisha (population range of 2,500-9,999 inhabitants), West Bengal.   Officially recognized by the University Grants Commission of India, Diamond Harbour Women's University (DHWU) is a women only Indian higher education institution. Diamond Harbour Women's University (DHWU) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 12-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  DHWU also provides several academic and non-academic facilities and services to students including  as well as administrative services.","{'name': ""Diamond Harbour Women's University"", 'non_latin_name': 'ডায়মন্ড হারবার মহিলা বিশ্ববিদ্যালয়', 'acronym': 'DHWU', 'founded': '2012', 'website': 'https://www.dhwu.ac.in', 'screenshot': '/i/screenshots/15987.jpg'}","{'street_address': 'Diamond Harbour Road', 'locality': 'Sarisha ', 'postal_code': '743 368', 'region': 'West Bengal', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/15987-diamond-harbour-women-s-university/'}"
155,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,"{'name': 'Dhirubhai Ambani Institute of Information and Communication Technology', 'logo': 'https://www.4icu.org/i/logos-seals/14336.png', 'country_rank': '155', 'world_rank': '5655', 'details_link': 'https://www.daiict.ac.in'}","Established in 2003,  the Dhirubhai Ambani Institute of Information and Communication Technology is a  private higher education institution located in the urban setting of the small city of Gandhinagar (population range of 50,000-249,999 inhabitants), Gujarat.   Officially recognized by the University Grants Commission of India, Dhirubhai Ambani Institute of Information and Communication Technology (DA-IICT) is a very small-sized (uniRank enrollment range: 1,000-1,999 students) coeducational Indian higher education institution. Dhirubhai Ambani Institute of Information and Communication Technology (DA-IICT) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study table below for further details. This 21-year-old Indian higher-education institution has a selective admission policy based on entrance examinations.  DA-IICT also provides several academic and non-academic facilities and services to students including a library,  as well as administrative services.","{'name': 'Dhirubhai Ambani Institute of Information and Communication Technology', 'non_latin_name': 'ધીરુભાઇ અંબાણી ઇન્સ્ટિટ્યુટ ઓફ ઇન્ફોર્મેશન એન્ડ કમ્યુનિકેશન ટેક્નોલોજી', 'acronym': 'DA-IICT', 'founded': '2003', 'website': 'https://www.daiict.ac.in', 'screenshot': '/i/screenshots/14336.jpg'}","{'street_address': 'Near Indroda Circle', 'locality': 'Gandhinagar ', 'postal_code': '382 007', 'region': 'Gujarat', 'country': 'India', 'phone_number': None, 'fax_number': None, 'location_map': 'https://www.4icu.org/maps/in/14336-dhirubhai-ambani-institute-of-information-and-communication-technology/'}"
